Mentor_Id,UDISE
960132,9180204501
960132,9180606201
960146,9180102601
960146,9180102701
960146,9180405301
960146,9180406101
960146,9180706502
960153,9180102901
960153,9180406102
960153,9180706802
960164,9180301001
960164,9180301408
960164,9180500501
960189,9180205001
960189,9180205401
960189,9180606701
960189,9180607101
960197,9180207301
960197,9180610001
960450,9261301102
960450,9261301201
960450,9261302001
960450,9261302302
960450,9261303403
960470,9260202401
960470,9260202501
960470,9260206602
960470,9260209001
960470,9260210501
960470,9260211901
961049,9430200501
961049,9430200510
961049,9430203801
961109,9431107701
961109,9431112907
961112,9431912401
961112,9431913702
961112,9431915802
961112,9431916901
961130,9431100101
961130,9431101401
961130,9431102301
961130,9431104801
961646,9730106302
961646,9730302603
961646,9731703501
961646,9731703901
961673,9730106302
961673,9730302603
961673,9731703501
961673,9731703901
961677,9731706601
961709,9731706601
961709,9731706602
961709,9731903801
992930,9270104501
992930,9270104602
993096,9270104501
993096,9270104602
993414,9151502502
993414,9151503202
993414,9151505301
993414,9151505501
993414,9151505802
993414,9151507502
993430,9151503202
993430,9151505301
993430,9151505501
993430,9151505802
993430,9151507502
993471,9150100102
993471,9150100201
993471,9150100301
993471,9150101803
993471,9150102401
993491,9150100102
993491,9150100201
993491,9150100301
993491,9150101803
993491,9150102401
993635,9470400304
993635,9470904002
993638,9470400702
993638,9470904601
993638,9480400101
993638,9480909601
993640,9470905401
993640,9480401401
993640,9480401701
993640,9480910701
993640,9480910901
993642,9470607907
993642,9470608201
993642,9471003005
993642,9471003504
993642,9480506901
993642,9480507504
993644,9470212901
993644,9470806501
993644,9470807301
993644,9480122601
993644,9480124501
993644,9480804501
993644,9480808101
993648,9470600201
993648,9480507901
993648,9480509001
993654,9470103001
993654,9470711903
993654,9471007902
993654,9471007904
993654,9480103101
993654,9480103502
993654,9480606201
993654,9480606401
993692,9470602003
993692,9470602005
993692,9470909101
993692,9470909301
993692,9480202002
993692,9480405001
993692,9480405006
993727,9470212901
993727,9470806501
993727,9470807301
993727,9480122601
993727,9480124501
993727,9480804501
993727,9480808101
993741,9480803601
993745,9480312401
993745,9480909302
993749,9470101001
993749,9470700305
993749,9470700701
993749,9471005601
993749,9480601601
993755,9470706901
993755,9470709901
993755,9471007002
993755,9471007201
993757,9471102501
993757,9471102602
993757,9471206801
993757,9471206901
993757,9480106402
993757,9480612301
993757,9480612401
993761,9471700201
993761,9480809501
993761,9480810701
993771,9470103001
993771,9470711903
993771,9471007902
993771,9471007904
993771,9480103101
993771,9480103502
993771,9480606201
993771,9480606401
993775,9470711303
993775,9471009701
993775,9471009902
993775,9480103704
993775,9480606601
993775,9480606801
993784,9480202804
993784,9480204901
993784,9480813501
993784,9480815901
993790,9471001701
993790,9471002601
993790,9480503401
993790,9480503802
993798,9470111005
993798,9471105701
993798,9471106102
993798,9471209702
993798,9471211201
993798,9480108101
993798,9480701103
993798,9480701901
993800,9470403603
993800,9470907601
993800,9472200101
993800,9480403401
993800,9480915001
993800,9480916601
993811,9470403603
993811,9470907601
993811,9472200101
993811,9480403401
993811,9480915001
993811,9480916601
993823,9470602003
993823,9470602005
993823,9470909101
993823,9470909301
993823,9480202002
993823,9480405001
993823,9480405006
993837,9470400304
993837,9470904002
993837,9480308602
993837,9480312003
993837,9480908602
993837,9480909001
993839,9470108403
993839,9471205101
993839,9480105902
993839,9480609702
993842,9471101605
993842,9471204402
993842,9480105602
993879,9470103301
993879,9470704001
993879,9471009701
993879,9471009902
993879,9480103704
993879,9480606601
993879,9480606801
993885,9470706901
993885,9470709901
993885,9471007002
993885,9471007201
993885,9480102801
993885,9480102901
993885,9480605502
993885,9480605901
993891,9470111005
993891,9471105701
993891,9471106102
993891,9471209702
993891,9471211201
993891,9480108101
993891,9480701103
993891,9480701901
993893,9470607907
993893,9470608201
993893,9471003005
993893,9471003504
993918,9470112102
993918,9470112601
993918,9471301602
993918,9471302606
993918,9480109201
993918,9480109401
993918,9480703101
993918,9480703401
993926,9470100501
993926,9470700305
993926,9470700701
993926,9471005601
993926,9480601001
993947,9470905401
993947,9480401401
993947,9480401701
993947,9480910701
993947,9480910901
994561,9140113101
994561,9141100401
994583,9140400502
994583,9141006601
994593,9140505402
994602,9140505402
994602,9140505802
994602,9141102103
994606,9140600902
994672,9140202501
994672,9140209201
994672,9140500701
994672,9140501801
994673,9140202501
994673,9140209201
994673,9140500701
994673,9140501801
994675,9140400902
994675,9140401002
994675,9140504302
994683,9140904306
994697,9140400902
994697,9140401002
994697,9140504302
994703,9140102002
994703,9140700802
994706,9140113101
994706,9141100401
994707,9141006601
994714,9140100601
994714,9140102701
994714,9140103003
994717,9140100601
994717,9140102701
994717,9140103003
994719,9140904306
995928,9721001401
995928,9721004701
995928,9721005402
995928,9721006401
995928,9721007001
995928,9721008701
995928,9721009502
996019,9170101401
996019,9170107201
996019,9170110001
996019,9171312001
997392,9430701101
997392,9430701204
997392,9430703901
997392,9430705104
997436,9430101101
997436,9430106801
1007047,9450810201
1007047,9450810701
1007047,9451107401
1007047,9451108201
1007047,9451201001
1007047,9451202102
1007066,9450802501
1007066,9452201101
1007066,9452201301
1007257,9160905705
1008021,9410104201
1008021,9410107502
1008021,9410109301
1008027,9410304101
1008027,9410304112
1008027,9410304506
1008027,9410304801
1008189,9581300603
1008189,9581301102
1008189,9581302602
1008189,9581304001
1008423,9042004201
1008423,9042004502
1008423,9042007001
1008423,9042007107
1008423,9042012601
1008423,9680511401
1008423,9680514401
1008429,9042004201
1008429,9042007001
1008429,9042007107
1008429,9042012601
1008489,9670200501
1008489,9670200801
1008489,9670609901
1008489,9670614001
1008489,9671000601
1008551,9041403105
1008551,9041502601
1008551,9681105001
1008551,9681105701
1008551,9681105801
1008619,9040322803
1008619,9040322902
1008619,9680407801
1008747,9042000801
1008747,9681011301
1008903,9180102601
1008903,9180102701
1008903,9180405301
1008903,9180406101
1009065,9651100802
1009065,9651100901
1009065,9651101901
1009065,9651102805
1009065,9651102901
1009065,9651103903
1009152,9650700301
1009152,9650700603
1009152,9650708902
1009179,9651101503
1009179,9651105601
1009179,9651108101
1009179,9651111001
1009179,9651113101
1010208,9040801203
1010208,9040804704
1010208,9040806001
1010208,9040808501
1010208,9680106401
1010208,9680106701
1010208,9680106802
1010208,9680106901
1010208,9680107302
1010208,9680110501
1010259,9431107701
1010259,9431112907
1010435,9650200202
1010435,9650200203
1010435,9650200602
1010435,9650202702
1010435,9650205101
1010435,9650206502
1010437,9650600802
1010437,9650600901
1010437,9650601001
1010437,9650603502
1010437,9650604501
1010437,9650604701
1010437,9650615501
1010681,9430101101
1010681,9430103001
1010681,9430106801
1010681,9430108002
1010681,9430111301
1010733,9040911102
1010733,9681106301
1010733,9681106901
1010733,9681107101
1010733,9681109201
1010733,9681109601
1010733,9681109701
1010779,9670200301
1010779,9670211801
1010779,9670609601
1010779,9670609701
1010860,9130307601
1010860,9130307901
1010964,9681111301
1011047,9390400402
1011295,9670500401
1011295,9670511801
1011295,9670702701
1011295,9670702901
1011300,9670105301
1011300,9670109801
1011300,9670502001
1011300,9670513901
1011300,9670704401
1011300,9670704501
1011304,9670503501
1011304,9670511901
1011304,9670706801
1011304,9670801201
1011304,9670801301
1011306,9670503201
1011306,9670523301
1011306,9670707601
1011306,9670719001
1011306,9670800901
1011306,9670816701
1011310,9670507001
1011310,9670507901
1011310,9670709701
1011310,9670804301
1011310,9670804401
1011317,9670505601
1011330,9670207801
1011330,9670208301
1011330,9670308001
1011330,9670904701
1011330,9670909901
1011333,9670500401
1011333,9670511801
1011333,9670702701
1011333,9670702901
1011339,9670105502
1011339,9670106301
1011339,9670502701
1011339,9670512801
1011339,9670705401
1011339,9670710501
1011344,9670503201
1011344,9670523301
1011344,9670707601
1011344,9670719001
1011344,9670800901
1011344,9670816701
1011357,9670508601
1011357,9670508901
1011357,9670605101
1011357,9670605202
1011357,9670807101
1011357,9670807201
1011365,9670205601
1011365,9670205602
1011365,9670304901
1011365,9670305001
1011365,9670905101
1011368,9670207801
1011368,9670208301
1011368,9670308001
1011368,9670904701
1011368,9670909901
1011379,9041200601
1011431,9040803801
1011431,9040804201
1011431,9680100901
1011431,9680103601
1011431,9680103602
1011431,9680103801
1011431,9680104801
1011431,9680106101
1011558,9040801901
1011558,9680101002
1011558,9680108001
1011558,9680109101
1011558,9680109601
1011558,9680109901
1011560,9040804001
1011560,9040804501
1011560,9680100901
1011560,9680103601
1011560,9680103602
1011560,9680103801
1011560,9680104801
1011560,9680106101
1011572,9040604003
1011572,9040606801
1011572,9040606807
1011572,9680501701
1011572,9680516303
1011572,9680516503
1011572,9680516703
1011572,9680516901
1011573,9042002003
1011573,9042002201
1011573,9042002401
1011573,9042006402
1011573,9042012101
1011573,9680406201
1011573,9680406801
